request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band,sla_met
1005450,2024-04-03 21:11:00,12,1,101,1,Low,Resolved,2024-04-04 18:29:00,21.3,3.0,45-54,1
1005451,2024-12-29 13:04:00,10,4,105,1,Low,Resolved,2024-12-30 08:52:00,19.8,4.0,18-24,1
1005452,2024-12-06 01:14:00,19,1,102,5,Medium,Resolved,2024-12-09 14:50:00,85.6,,25-34,1
1005453,2024-01-12 14:15:00,13,1,102,2,Low,Resolved,2024-01-19 14:27:00,168.2,,65+,0
1005454,2024-06-16 02:47:00,18,2,104,5,Low,Resolved,2024-06-18 16:29:00,61.7,5.0,65+,1
1005455,2024-09-19 23:43:00,17,2,100,2,Low,Resolved,2024-09-20 20:55:00,21.2,,25-34,1
1005456,2024-02-13 09:12:00,16,3,103,4,Medium,Resolved,2024-02-17 16:54:00,103.7,,65+,0
1005457,2025-01-28 02:12:00,18,1,102,5,Low,Open,,48.9,,45-54,
1005458,2024-04-26 22:36:00,18,2,101,5,Medium,Resolved,2024-05-01 01:48:00,99.2,,45-54,0
1005459,2024-10-27 01:59:00,19,1,104,5,Medium,Open,,42.5,,35-44,
1005460,2024-02-24 21:45:00,11,5,104,1,High,Resolved,2024-02-25 22:09:00,24.4,,45-54,1
1005461,2024-01-14 05:35:00,17,2,101,2,Low,Open,,21.1,,35-44,
1005462,2024-07-21 17:48:00,10,3,103,1,Medium,Open,,20.0,,55-64,
1005463,2024-01-22 15:19:00,18,3,103,5,High,Resolved,2024-01-24 06:07:00,38.8,,25-34,1
1005464,2024-12-18 21:24:00,15,1,102,3,Medium,Resolved,2024-12-24 20:54:00,143.5,1.0,55-64,0
1005465,2025-02-01 10:58:00,15,5,103,3,Low,Resolved,2025-02-05 20:46:00,105.8,,25-34,1
1005466,2024-05-05 20:03:00,10,3,100,1,Low,Resolved,2024-05-07 04:03:00,32.0,,18-24,0
1005467,2024-05-03 14:22:00,12,2,103,1,Medium,Resolved,2024-05-04 07:10:00,16.8,4.0,25-34,1
1005468,2024-10-01 18:42:00,11,5,103,1,Low,Resolved,2024-10-03 15:36:00,44.9,3.0,55-64,1
1005469,2024-03-11 14:10:00,19,1,105,5,Low,Open,,102.9,,35-44,
1005470,2024-11-27 06:24:00,15,2,100,3,Medium,Open,,47.8,,45-54,
1005471,2024-01-15 06:21:00,10,2,101,1,Low,Resolved,2024-01-16 12:51:00,30.5,,18-24,0
1005472,2024-10-12 13:55:00,12,1,100,1,Medium,Resolved,2024-10-13 21:01:00,31.1,5.0,25-34,0
1005473,2024-06-28 04:26:00,10,5,104,1,Low,Open,,14.1,,18-24,
1005474,2024-10-14 21:44:00,16,1,105,4,Medium,Open,,43.7,,55-64,
1005475,2024-08-04 16:31:00,16,2,103,4,Low,Resolved,2024-08-07 08:31:00,64.0,3.0,25-34,0
1005476,2024-04-03 17:41:00,10,3,103,1,Low,Resolved,2024-04-05 05:47:00,36.1,,35-44,0
1005477,2024-07-17 05:44:00,12,5,105,1,High,Resolved,2024-07-17 15:08:00,9.4,1.0,25-34,1
1005478,2024-11-06 14:21:00,10,2,104,1,High,Reopened,2024-11-06 17:27:00,3.1,3.0,35-44,1
1005479,2024-05-04 17:03:00,16,1,103,4,Low,Resolved,2024-05-06 06:27:00,37.4,4.0,25-34,1
1005480,2024-05-09 23:13:00,12,2,100,1,Low,Resolved,2024-05-11 04:25:00,29.2,,35-44,0
1005481,2025-01-05 00:46:00,11,1,102,1,Medium,Open,,54.5,,25-34,
1005482,2024-06-06 03:16:00,10,2,103,1,Low,Resolved,2024-06-10 12:16:00,105.0,2.0,35-44,0
1005483,2024-06-29 11:21:00,17,1,105,2,Low,Resolved,2024-06-30 17:33:00,30.2,5.0,25-34,0
1005484,2024-06-20 11:00:00,19,3,100,5,Medium,Resolved,2024-06-23 12:24:00,73.4,3.0,25-34,1
1005485,2024-07-31 07:05:00,11,1,102,1,Medium,Resolved,2024-08-02 15:05:00,56.0,4.0,65+,0
1005486,2024-06-17 15:03:00,18,1,102,5,High,Resolved,2024-06-19 00:33:00,33.5,3.0,35-44,1
1005487,2024-10-16 21:22:00,13,1,105,2,Medium,Resolved,2024-10-18 08:58:00,35.6,3.0,35-44,1
1005488,2024-02-01 05:34:00,16,3,100,4,Medium,Resolved,2024-02-03 12:46:00,55.2,4.0,35-44,0
1005489,2024-10-29 20:53:00,17,2,103,2,Low,Resolved,2024-10-31 07:59:00,35.1,5.0,65+,0
1005490,2024-10-06 14:43:00,10,5,102,1,High,Open,,10.2,,45-54,
1005491,2024-06-27 07:33:00,10,2,103,1,Low,Resolved,2024-06-28 00:57:00,17.4,,35-44,1
1005492,2024-12-10 05:13:00,11,1,102,1,Medium,Resolved,2024-12-11 20:49:00,39.6,,55-64,1
1005493,2024-10-10 01:38:00,17,2,104,2,Low,Resolved,2024-10-11 16:26:00,38.8,2.0,35-44,0
1005494,2024-12-04 22:17:00,11,3,103,1,Low,Resolved,2024-12-06 14:23:00,40.1,3.0,65+,1
1005495,2024-03-19 17:21:00,17,1,102,2,Low,Resolved,2024-03-20 05:51:00,12.5,,35-44,1
1005496,2024-04-03 03:01:00,15,1,100,3,Low,Resolved,2024-04-11 14:07:00,203.1,2.0,35-44,0
1005497,2024-10-05 20:12:00,15,4,100,3,High,Open,,53.6,,25-34,
1005498,2024-10-09 18:11:00,10,5,102,1,Medium,Resolved,2024-10-10 18:23:00,24.2,1.0,25-34,0
1005499,2024-01-01 18:47:00,16,1,100,4,Low,Resolved,2024-01-03 11:35:00,40.8,3.0,35-44,1
1005500,2024-02-25 04:10:00,14,5,103,3,Low,Resolved,2024-03-10 00:22:00,332.2,,18-24,0
1005501,2024-04-24 03:20:00,16,3,104,4,Medium,Reopened,2024-04-25 13:50:00,34.5,4.0,45-54,1
1005502,2025-01-16 09:02:00,12,1,103,1,Medium,Reopened,2025-01-17 00:26:00,15.4,5.0,35-44,1
1005503,2024-02-01 22:02:00,15,1,105,3,Low,Resolved,2024-02-06 14:02:00,112.0,,25-34,1
1005504,2025-02-22 00:21:00,10,5,100,1,Low,Resolved,2025-02-24 02:21:00,50.0,,18-24,0
1005505,2024-11-17 19:54:00,13,3,100,2,High,Open,,31.9,,25-34,
1005506,2024-01-23 20:28:00,12,5,105,1,High,Resolved,2024-01-24 04:16:00,7.8,5.0,35-44,1
1005507,2025-01-19 02:55:00,19,1,101,5,Medium,Resolved,2025-01-21 11:13:00,56.3,1.0,25-34,1
1005508,2024-05-29 10:04:00,17,1,104,2,Low,Resolved,2024-05-30 21:40:00,35.6,,55-64,0
1005509,2024-01-28 22:37:00,19,1,104,5,Medium,Resolved,2024-01-30 16:19:00,41.7,,25-34,1
1005510,2024-08-06 10:41:00,12,2,103,1,Medium,Resolved,2024-08-08 03:41:00,41.0,,18-24,0
1005511,2025-01-02 07:40:00,12,2,100,1,Low,Resolved,2025-01-03 02:40:00,19.0,5.0,45-54,1
1005512,2024-10-25 15:15:00,15,5,103,3,Medium,Resolved,2024-10-28 01:51:00,58.6,5.0,65+,1
1005513,2024-06-28 18:08:00,15,1,100,3,Low,Resolved,2024-07-02 16:44:00,94.6,,35-44,1
1005514,2024-01-23 11:37:00,12,3,102,1,High,Resolved,2024-01-24 04:55:00,17.3,4.0,55-64,1
1005515,2024-06-12 03:37:00,14,1,100,3,High,Resolved,2024-06-21 10:19:00,222.7,,25-34,1
1005516,2024-08-16 13:34:00,10,1,103,1,Low,Resolved,2024-08-17 05:16:00,15.7,,25-34,1
1005517,2024-04-25 09:44:00,19,3,102,5,High,Open,,70.7,,18-24,
1005518,2025-01-09 01:56:00,10,1,104,1,Low,Resolved,2025-01-10 03:56:00,26.0,5.0,35-44,0
1005519,2024-08-27 13:22:00,19,1,100,5,Medium,Resolved,2024-08-29 15:10:00,49.8,5.0,45-54,1
1005520,2024-03-14 11:32:00,14,1,100,3,Low,Resolved,2024-03-21 03:02:00,159.5,,25-34,1
1005521,2024-03-22 22:14:00,16,2,104,4,High,Resolved,2024-03-24 13:50:00,39.6,4.0,35-44,1
1005522,2024-01-04 14:08:00,15,1,100,3,Medium,Resolved,2024-01-10 03:56:00,133.8,,18-24,0
1005523,2024-06-12 19:12:00,10,2,103,1,Medium,Resolved,2024-06-13 14:00:00,18.8,2.0,45-54,1
1005524,2024-06-16 10:42:00,16,1,104,4,Low,Resolved,2024-06-19 06:48:00,68.1,2.0,18-24,0
1005525,2024-03-16 00:29:00,15,5,101,3,Medium,Resolved,2024-03-20 17:23:00,112.9,,55-64,1
1005526,2025-02-22 06:25:00,11,3,101,1,Medium,Resolved,2025-02-25 02:25:00,68.0,,35-44,0
1005527,2025-02-18 16:19:00,17,5,100,2,Medium,Resolved,2025-02-20 12:19:00,44.0,3.0,25-34,0
1005528,2024-01-28 03:48:00,19,5,103,5,Low,Resolved,2024-01-30 11:24:00,55.6,1.0,45-54,1
1005529,2024-04-23 14:27:00,13,5,100,2,Low,Resolved,2024-04-26 23:39:00,81.2,,18-24,0
1005530,2024-10-08 11:52:00,17,2,100,2,Low,Resolved,2024-10-09 16:52:00,29.0,,25-34,0
1005531,2024-06-29 16:39:00,11,5,105,1,Low,Resolved,2024-07-03 21:39:00,101.0,2.0,25-34,0
1005532,2024-11-24 08:12:00,12,1,102,1,Low,Resolved,2024-11-25 17:54:00,33.7,,18-24,0
1005533,2024-11-05 21:59:00,18,2,100,5,High,Resolved,2024-11-07 17:35:00,43.6,,25-34,1
1005534,2025-02-26 00:58:00,12,2,100,1,Low,Resolved,2025-02-27 14:40:00,37.7,3.0,25-34,0
1005535,2024-05-02 12:01:00,15,1,105,3,Low,Resolved,2024-05-10 21:43:00,201.7,1.0,55-64,0
1005536,2024-08-14 21:02:00,10,2,104,1,Low,Resolved,2024-08-15 23:02:00,26.0,,25-34,0
1005537,2024-04-01 14:41:00,18,5,103,5,Low,Open,,116.9,,45-54,
1005538,2024-11-22 14:24:00,14,2,103,3,Medium,Resolved,2024-11-26 20:06:00,101.7,5.0,25-34,1
1005539,2024-10-25 19:21:00,11,2,101,1,Low,Resolved,2024-10-28 07:27:00,60.1,,45-54,0
1005540,2024-01-22 01:05:00,15,3,104,3,Medium,Resolved,2024-01-26 17:23:00,112.3,4.0,55-64,1
1005541,2024-07-27 16:27:00,19,1,105,5,Medium,Resolved,2024-07-30 06:51:00,62.4,,25-34,1
1005542,2024-01-20 19:11:00,11,5,101,1,Low,Reopened,2024-01-25 09:47:00,110.6,,35-44,0
1005543,2024-01-20 02:44:00,11,4,103,1,Low,Resolved,2024-01-23 14:44:00,84.0,3.0,65+,0
1005544,2024-05-23 01:10:00,10,4,100,1,Low,Resolved,2024-05-24 04:04:00,26.9,1.0,45-54,0
1005545,2024-12-14 11:06:00,12,1,100,1,Medium,Resolved,2024-12-15 04:48:00,17.7,,35-44,1
1005546,2024-11-18 17:27:00,16,5,105,4,Medium,Resolved,2024-11-20 18:21:00,48.9,4.0,25-34,0
1005547,2024-02-28 02:50:00,17,3,101,2,Low,Resolved,2024-02-28 17:20:00,14.5,1.0,45-54,1
1005548,2024-08-21 11:40:00,11,5,104,1,Low,Resolved,2024-08-23 12:10:00,48.5,,18-24,0
1005549,2025-01-05 06:57:00,19,1,104,5,Low,Resolved,2025-01-09 07:15:00,96.3,,55-64,0
1005550,2024-06-30 09:26:00,13,1,102,2,Medium,Resolved,2024-07-02 20:44:00,59.3,2.0,45-54,1
1005551,2024-01-20 17:11:00,19,1,101,5,High,Open,,34.4,,55-64,
1005552,2024-12-09 00:16:00,19,3,100,5,Low,Resolved,2024-12-15 20:46:00,164.5,,25-34,0
1005553,2024-08-30 03:04:00,12,4,100,1,Medium,Resolved,2024-08-31 13:22:00,34.3,,25-34,0
1005554,2024-12-02 08:27:00,15,2,101,3,Low,Resolved,2024-12-08 13:15:00,148.8,4.0,35-44,0
1005555,2024-09-03 11:23:00,10,1,104,1,High,Resolved,2024-09-04 07:17:00,19.9,3.0,45-54,1
1005556,2024-12-14 06:12:00,19,4,100,5,Low,Resolved,2024-12-18 01:48:00,91.6,2.0,35-44,1
1005557,2024-05-28 03:36:00,18,3,101,5,High,Resolved,2024-05-29 23:12:00,43.6,2.0,25-34,1
1005558,2024-06-24 13:48:00,11,1,103,1,Medium,Open,,18.4,,55-64,
1005559,2024-07-30 14:03:00,18,2,101,5,Medium,Resolved,2024-07-31 18:21:00,28.3,,25-34,1
1005560,2024-08-13 21:27:00,12,3,102,1,High,Resolved,2024-08-14 17:09:00,19.7,5.0,18-24,1
1005561,2024-12-18 05:44:00,16,1,104,4,Low,Open,,63.7,,25-34,
1005562,2024-03-13 09:54:00,15,1,100,3,Medium,Resolved,2024-03-18 23:36:00,133.7,,35-44,0
1005563,2024-07-03 01:06:00,11,3,100,1,Medium,Resolved,2024-07-05 01:06:00,48.0,3.0,35-44,1
1005564,2024-06-22 11:04:00,15,1,103,3,Low,Resolved,2024-06-27 10:22:00,119.3,5.0,25-34,1
1005565,2024-01-04 13:11:00,17,4,101,2,High,Resolved,2024-01-05 00:53:00,11.7,1.0,45-54,1
1005566,2024-08-29 02:53:00,19,5,102,5,Medium,Resolved,2024-08-31 08:47:00,53.9,4.0,35-44,1
1005567,2024-03-26 02:14:00,17,1,104,2,Medium,Resolved,2024-03-26 19:38:00,17.4,5.0,35-44,1
1005568,2025-01-18 03:45:00,19,2,100,5,Low,Resolved,2025-01-21 11:39:00,79.9,1.0,25-34,1
1005569,2025-01-02 21:45:00,11,1,105,1,High,Resolved,2025-01-03 09:51:00,12.1,4.0,65+,1
1005570,2024-05-05 21:25:00,12,1,103,1,Low,Resolved,2024-05-07 02:01:00,28.6,1.0,25-34,0
1005571,2024-09-12 08:08:00,17,4,102,2,High,Resolved,2024-09-13 16:56:00,32.8,2.0,18-24,0
1005572,2024-04-29 08:36:00,18,1,100,5,High,Resolved,2024-04-30 09:00:00,24.4,1.0,18-24,1
1005573,2024-09-18 08:49:00,12,2,104,1,Low,Resolved,2024-09-19 19:07:00,34.3,1.0,18-24,0
1005574,2025-01-25 21:18:00,12,5,101,1,Low,Resolved,2025-01-27 19:12:00,45.9,5.0,25-34,0
1005575,2024-05-13 12:30:00,10,1,100,1,High,Resolved,2024-05-14 00:54:00,12.4,,25-34,1
1005576,2024-09-10 23:54:00,16,2,105,4,Low,Open,,38.4,,25-34,
1005577,2025-02-27 03:39:00,11,1,102,1,Low,Resolved,2025-03-01 08:03:00,52.4,1.0,35-44,0
1005578,2024-07-22 23:31:00,15,1,100,3,Low,Resolved,2024-07-29 02:07:00,146.6,5.0,35-44,0
1005579,2024-12-17 19:08:00,16,5,104,4,Low,Resolved,2024-12-18 20:44:00,25.6,2.0,25-34,1
1005580,2024-09-01 09:54:00,13,4,105,2,Medium,Resolved,2024-09-02 12:06:00,26.2,,35-44,1
1005581,2024-04-04 09:57:00,12,2,100,1,Medium,Resolved,2024-04-05 20:57:00,35.0,,35-44,0
1005582,2024-12-03 01:42:00,11,5,104,1,Medium,Resolved,2024-12-04 08:48:00,31.1,,45-54,1
1005583,2024-04-07 20:00:00,17,1,105,2,Low,Resolved,2024-04-09 16:06:00,44.1,,18-24,0
1005584,2025-01-11 13:45:00,16,1,100,4,High,Resolved,2025-01-12 17:39:00,27.9,,45-54,1
1005585,2024-03-15 18:36:00,13,2,100,2,Medium,Resolved,2024-03-17 11:06:00,40.5,2.0,55-64,1
1005586,2025-02-22 02:10:00,13,3,100,2,Medium,Resolved,2025-02-24 21:28:00,67.3,1.0,25-34,1
1005587,2024-01-03 03:21:00,16,1,103,4,Medium,Resolved,2024-01-06 22:21:00,91.0,,25-34,0
1005588,2024-11-19 07:55:00,11,4,101,1,Low,Resolved,2024-11-23 02:25:00,90.5,5.0,55-64,0
1005589,2024-03-12 15:16:00,10,2,100,1,Low,Resolved,2024-03-13 03:58:00,12.7,,55-64,1
1005590,2024-04-03 03:17:00,10,2,100,1,Low,Open,,25.2,,55-64,
1005591,2024-02-26 02:50:00,18,5,101,5,Low,Resolved,2024-02-28 23:20:00,68.5,4.0,35-44,1
1005592,2024-08-14 01:17:00,18,1,104,5,Low,Resolved,2024-08-16 22:35:00,69.3,1.0,35-44,1
1005593,2024-05-25 11:36:00,13,2,101,2,Medium,Resolved,2024-05-29 06:42:00,91.1,3.0,45-54,0
1005594,2024-07-08 14:59:00,10,2,102,1,Medium,Resolved,2024-07-09 13:11:00,22.2,,45-54,1
1005595,2024-03-07 04:13:00,17,5,103,2,High,Resolved,2024-03-07 11:07:00,6.9,,35-44,1
1005596,2024-06-19 13:25:00,16,2,105,4,Low,Resolved,2024-06-20 23:49:00,34.4,,25-34,1
1005597,2024-04-11 16:10:00,16,1,100,4,Medium,Resolved,2024-04-12 16:34:00,24.4,5.0,35-44,1
1005598,2024-05-26 12:15:00,16,2,102,4,Low,Resolved,2024-05-28 03:21:00,39.1,5.0,18-24,1
1005599,2024-05-13 05:08:00,16,1,101,4,Low,Resolved,2024-05-16 03:02:00,69.9,5.0,35-44,0
1005600,2024-12-27 17:29:00,10,1,103,1,Medium,Resolved,2024-12-28 10:41:00,17.2,1.0,35-44,1
1005601,2024-01-14 02:04:00,12,2,100,1,Low,Reopened,2024-01-15 01:10:00,23.1,4.0,35-44,1
1005602,2024-01-16 00:43:00,12,1,104,1,Medium,Resolved,2024-01-16 23:13:00,22.5,4.0,18-24,1
1005603,2024-02-26 20:49:00,18,5,101,5,Medium,Resolved,2024-02-29 03:37:00,54.8,,18-24,1
1005604,2024-01-15 09:47:00,11,2,100,1,Medium,Resolved,2024-01-18 02:47:00,65.0,4.0,35-44,0
1005605,2024-07-12 02:34:00,15,2,103,3,Medium,Resolved,2024-07-14 03:46:00,49.2,,25-34,1
1005606,2025-01-02 03:45:00,10,5,100,1,Medium,Resolved,2025-01-02 16:09:00,12.4,,45-54,1
1005607,2024-09-28 06:53:00,12,4,101,1,Low,Resolved,2024-09-29 14:35:00,31.7,,25-34,0
1005608,2024-09-27 02:35:00,12,2,100,1,Low,Open,,14.3,,65+,
1005609,2024-06-29 05:17:00,13,3,105,2,High,Resolved,2024-07-02 15:35:00,82.3,,45-54,0
1005610,2024-02-27 19:28:00,19,2,105,5,Low,Resolved,2024-02-28 15:46:00,20.3,,55-64,1
1005611,2024-01-05 20:31:00,10,2,105,1,Medium,Resolved,2024-01-06 18:25:00,21.9,,18-24,1
1005612,2024-01-25 22:51:00,15,1,105,3,High,Resolved,2024-01-28 11:21:00,60.5,2.0,35-44,1
1005613,2024-12-30 21:36:00,19,4,103,5,Medium,Resolved,2025-01-05 08:00:00,130.4,,45-54,0
1005614,2024-12-16 13:26:00,16,1,101,4,High,Resolved,2024-12-17 10:26:00,21.0,,65+,1
1005615,2024-08-28 02:12:00,12,1,100,1,Medium,Resolved,2024-08-29 02:42:00,24.5,3.0,18-24,0
1005616,2024-09-16 04:23:00,16,3,100,4,Low,Resolved,2024-09-19 10:29:00,78.1,4.0,35-44,0
1005617,2024-04-08 18:36:00,16,1,103,4,Medium,Resolved,2024-04-10 05:42:00,35.1,,25-34,1
1005618,2024-12-15 12:33:00,12,1,104,1,Low,Resolved,2024-12-15 20:15:00,7.7,,18-24,1
1005619,2024-11-02 21:27:00,11,3,103,1,Low,Resolved,2024-11-05 13:09:00,63.7,,25-34,0
1005620,2024-02-20 18:19:00,15,3,103,3,Low,Resolved,2024-03-03 08:07:00,277.8,,18-24,0
1005621,2025-01-18 20:02:00,16,3,101,4,Medium,Resolved,2025-01-20 14:56:00,42.9,5.0,25-34,1
1005622,2024-02-18 17:44:00,12,2,102,1,Low,Resolved,2024-02-20 11:26:00,41.7,1.0,18-24,0
1005623,2024-06-17 00:53:00,18,4,104,5,Medium,Resolved,2024-06-20 05:41:00,76.8,1.0,45-54,0
1005624,2025-01-11 08:37:00,14,2,101,3,Medium,Resolved,2025-01-21 15:25:00,246.8,3.0,35-44,0
1005625,2024-12-31 22:03:00,12,5,100,1,High,Resolved,2025-01-01 02:39:00,4.6,4.0,65+,1
1005626,2025-01-08 18:40:00,15,4,101,3,Low,Open,,201.6,,55-64,
1005627,2024-05-15 08:40:00,13,2,101,2,Low,Open,,103.7,,35-44,
1005628,2024-01-19 03:49:00,11,1,100,1,High,Resolved,2024-01-20 04:31:00,24.7,4.0,25-34,1
1005629,2024-05-03 05:58:00,18,5,102,5,Low,Resolved,2024-05-05 11:16:00,53.3,4.0,25-34,1
1005630,2024-01-10 03:59:00,11,2,103,1,Low,Open,,28.2,,35-44,
1005631,2024-01-28 12:37:00,15,3,105,3,Low,Resolved,2024-02-02 21:49:00,129.2,1.0,45-54,0
1005632,2024-08-12 20:45:00,19,3,100,5,Low,Resolved,2024-08-17 15:51:00,115.1,,55-64,0
1005633,2024-08-20 09:22:00,10,2,101,1,Medium,Resolved,2024-08-22 03:58:00,42.6,2.0,55-64,0
1005634,2024-02-01 13:16:00,11,5,104,1,Low,Reopened,2024-02-04 14:22:00,73.1,5.0,25-34,0
1005635,2024-11-23 16:19:00,19,1,105,5,Medium,Resolved,2024-11-30 09:31:00,161.2,5.0,45-54,0
1005636,2024-12-15 21:41:00,10,5,104,1,Medium,Resolved,2024-12-16 14:47:00,17.1,3.0,65+,1
1005637,2024-09-27 21:53:00,13,5,105,2,Low,Resolved,2024-09-30 16:47:00,66.9,5.0,35-44,1
1005638,2024-01-04 21:22:00,19,3,101,5,Low,Resolved,2024-01-08 13:04:00,87.7,,65+,1
1005639,2024-02-13 20:51:00,10,3,101,1,Low,Resolved,2024-02-15 09:51:00,37.0,,45-54,0
1005640,2024-04-10 06:44:00,10,1,102,1,High,Resolved,2024-04-11 18:50:00,36.1,4.0,25-34,0
1005641,2024-08-23 08:09:00,11,1,102,1,Low,Resolved,2024-08-25 15:39:00,55.5,5.0,25-34,0
1005642,2024-05-20 01:28:00,10,1,104,1,Low,Resolved,2024-05-22 10:16:00,56.8,3.0,25-34,0
1005643,2024-08-19 10:20:00,10,3,102,1,High,Resolved,2024-08-19 21:56:00,11.6,,45-54,1
1005644,2024-02-13 22:29:00,13,2,105,2,High,Resolved,2024-02-15 09:35:00,35.1,,18-24,1
1005645,2025-01-01 00:24:00,13,5,104,2,Low,Resolved,2025-01-03 19:24:00,67.0,3.0,25-34,1
1005646,2024-03-28 00:49:00,19,5,104,5,Low,Resolved,2024-04-01 02:19:00,97.5,1.0,35-44,0
1005647,2024-12-23 06:28:00,18,3,101,5,Medium,Resolved,2024-12-27 01:16:00,90.8,,35-44,0
1005648,2024-03-21 19:15:00,10,1,105,1,Low,Resolved,2024-03-24 02:33:00,55.3,5.0,25-34,0
1005649,2024-03-17 18:46:00,13,1,104,2,Low,Resolved,2024-03-21 15:40:00,92.9,4.0,35-44,0
1005650,2025-01-28 09:21:00,11,1,103,1,Medium,Resolved,2025-01-30 15:03:00,53.7,2.0,35-44,0
1005651,2025-01-28 19:06:00,12,5,104,1,Medium,Open,,14.1,,55-64,
1005652,2024-10-14 07:19:00,12,2,105,1,Low,Resolved,2024-10-15 06:31:00,23.2,2.0,35-44,1
1005653,2025-02-18 18:36:00,14,1,100,3,Low,Resolved,2025-03-03 00:54:00,294.3,2.0,25-34,0
1005654,2024-03-22 10:04:00,10,2,100,1,Medium,Open,,21.6,,25-34,
1005655,2024-01-29 15:44:00,19,2,100,5,Medium,Resolved,2024-01-30 23:50:00,32.1,,25-34,1
1005656,2024-01-31 01:10:00,14,1,103,3,Medium,Resolved,2024-02-04 03:46:00,98.6,,35-44,1
1005657,2025-01-07 15:48:00,11,2,101,1,Medium,Resolved,2025-01-09 09:12:00,41.4,,18-24,1
1005658,2024-11-03 15:06:00,12,2,102,1,Medium,Resolved,2024-11-04 05:00:00,13.9,5.0,25-34,1
1005659,2024-09-25 02:08:00,18,1,105,5,Low,Resolved,2024-09-26 11:56:00,33.8,5.0,18-24,1
1005660,2024-08-25 10:05:00,12,2,101,1,High,Resolved,2024-08-25 18:17:00,8.2,4.0,45-54,1
1005661,2024-12-24 06:33:00,13,1,100,2,Low,Resolved,2024-12-26 05:33:00,47.0,2.0,18-24,1
1005662,2024-02-17 16:38:00,18,5,105,5,Medium,Open,,28.9,,55-64,
1005663,2024-08-09 12:43:00,10,3,100,1,Low,Resolved,2024-08-10 18:31:00,29.8,5.0,55-64,0
1005664,2024-11-24 01:36:00,19,1,100,5,Low,Resolved,2024-11-26 11:30:00,57.9,4.0,25-34,1
1005665,2024-10-20 00:58:00,19,1,105,5,Medium,Resolved,2024-10-22 21:22:00,68.4,5.0,25-34,1
1005666,2024-02-02 11:10:00,11,1,105,1,Low,Resolved,2024-02-04 10:22:00,47.2,,45-54,1
1005667,2024-12-20 20:37:00,12,1,104,1,Low,Resolved,2024-12-22 04:43:00,32.1,4.0,25-34,0
1005668,2024-12-21 23:56:00,15,3,104,3,Low,Resolved,2024-12-29 14:38:00,182.7,3.0,18-24,0
1005669,2024-11-12 03:52:00,18,2,104,5,Medium,Resolved,2024-11-14 00:58:00,45.1,4.0,55-64,1
1005670,2024-02-20 07:49:00,11,5,101,1,Low,Resolved,2024-02-21 22:37:00,38.8,2.0,65+,1
1005671,2024-12-10 11:54:00,12,2,104,1,Low,Resolved,2024-12-13 23:54:00,84.0,,35-44,0
1005672,2024-09-20 02:37:00,19,1,100,5,Low,Open,,121.1,,45-54,
1005673,2024-01-10 20:22:00,19,1,104,5,Low,Resolved,2024-01-13 15:22:00,67.0,1.0,35-44,1
1005674,2024-08-15 00:23:00,16,3,102,4,Medium,Open,,21.6,,45-54,
1005675,2024-11-27 21:42:00,13,3,101,2,Low,Resolved,2024-12-03 01:18:00,123.6,,55-64,0
1005676,2024-07-29 17:52:00,12,1,103,1,High,Open,,5.6,,25-34,
1005677,2024-04-18 11:02:00,19,1,103,5,High,Open,,48.8,,45-54,
1005678,2024-07-22 11:51:00,13,1,105,2,Low,Resolved,2024-07-25 12:39:00,72.8,1.0,45-54,0
1005679,2024-04-11 05:12:00,18,1,102,5,Medium,Resolved,2024-04-13 02:36:00,45.4,4.0,45-54,1
1005680,2024-10-23 15:38:00,17,1,105,2,High,Resolved,2024-10-24 01:56:00,10.3,5.0,25-34,1
1005681,2024-10-19 20:06:00,13,2,105,2,Low,Resolved,2024-10-22 02:30:00,54.4,3.0,18-24,1
1005682,2024-10-10 15:14:00,10,1,100,1,Low,Resolved,2024-10-11 16:32:00,25.3,,65+,0
1005683,2024-08-19 04:37:00,12,2,103,1,Medium,Resolved,2024-08-19 13:19:00,8.7,5.0,35-44,1
1005684,2024-01-13 14:09:00,17,5,101,2,Low,Resolved,2024-01-14 15:03:00,24.9,5.0,55-64,0
1005685,2024-03-24 22:09:00,19,1,100,5,Low,Open,,87.8,,65+,
1005686,2024-11-17 11:30:00,13,3,102,2,Medium,Open,,92.5,,55-64,
1005687,2024-08-11 03:49:00,18,2,104,5,Medium,Resolved,2024-08-13 02:37:00,46.8,2.0,25-34,1
1005688,2025-01-19 08:54:00,11,1,102,1,High,Resolved,2025-01-20 22:24:00,37.5,2.0,25-34,1
1005689,2024-01-26 09:48:00,18,1,102,5,Low,Open,,63.9,,25-34,
1005690,2024-04-09 10:15:00,12,2,104,1,Medium,Open,,28.8,,55-64,
1005691,2024-10-13 01:50:00,12,5,104,1,High,Resolved,2024-10-14 05:20:00,27.5,4.0,35-44,0
1005692,2024-06-16 09:37:00,16,3,103,4,Low,Resolved,2024-06-23 14:01:00,172.4,3.0,35-44,0
1005693,2025-01-11 10:57:00,18,3,100,5,Low,Resolved,2025-01-15 07:39:00,92.7,,55-64,0
1005694,2024-12-02 08:21:00,11,1,104,1,Low,Resolved,2024-12-03 23:21:00,39.0,4.0,55-64,1
1005695,2024-10-09 06:48:00,14,2,103,3,Medium,Resolved,2024-10-20 23:54:00,281.1,3.0,55-64,0
