request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band
1006229,14-Jan-2025 17:00,12,3,103,1,Medium,Resolved,2025-01-16 09:00:00,40.0,,25-34
1004154,28-Sep-2024 02:53,12,1,104,1,Medium,Resolved,2024-09-28 23:59:00,21.1,5.0,25-34
1000777,2024-07-26 03:39:00,14,5,104,3,MEDIUM,Resolved,2024-08-01 14:09:00,154.5,1.0,18-24
1000140,2024-05-25 03:02:00,15,4,100,3,Low,Reopened,2024-06-05 12:08:00,273.1,2.0,35-44
1003384,2024-06-20 19:57:00,10,1,100,1,Low,Resolved,2024-06-22 01:15:00,29.3,2.0,Unknown
1008364,30-Apr-2024 05:00,15,5,104,3,MEDIUM,Resolved,2024-05-04 18:30:00,109.5,1.0,45-54
1006404,30-May-2024 19:49,13,2,105,2,Low,Resolved,2024-06-02 11:55:00,64.1,,
1006346,2024-01-25 19:43:00,15,5,104,3, Medium ,Resolved,2024-02-05 07:31:00,251.8,2.0,35-44
1008187,2024-05-19 18:49:00,11,1,105,1,High,Resolved,2024-05-20 13:19:00,18.5,4.0,35-44
1009293,2025-01-10 06:56:00,16,2,100,4,Low,Resolved,2025-01-11 03:32:00,20.6,,35-44
1005206,2025-01-03 00:52:00,16,3,104,4,Medium,Resolved,2025-01-04 13:40:00,36.8,,25-34
1001275,26-Jan-2025 01:29,16,5,103,4,Medium,Resolved,2025-01-27 20:47:00,43.3,5.0,35-44
1008022,2024-05-01 14:48:00,18,2,102,5,High,Resolved,2024-05-03 02:24:00,35.6,4.0,45-54
1002994,2024-11-07 15:05:00,14,1,102,3,Low,Resolved,2024-11-15 06:35:00,183.5,,45-54
1007711,2024-10-22 18:03:00,13,3,105,2,Low,Resolved,2024-10-26 02:27:00,80.4,1.0,65+
1006962,2024-12-09 08:16:00,19,1,103,5, Medium ,Open,,83.9,,18-24
1005975,2024-04-06 20:07:00,15,1,103,3,Medium,Resolved,2024-04-14 09:55:00,181.8,4.0,65+
1003252,2024-01-06 02:12:00,12,1,100,1,High,Resolved,2024-01-06 12:06:00,9.9,,35-44
1006384,2024-08-02 21:11:00,11,1,101,1,Low,Reopened,2024-08-05 21:11:00,72.0,1.0,45-54
1004147,04-Nov-2024 02:04,10,2,105,1,Medium,Resolved,2024-11-05 08:16:00,30.2,3.0,35-44
1004029,2024-03-22 17:06:00,10,1,104,1, High ,Resolved,2024-03-23 04:18:00,11.2,,35-44
1007578,06-Sep-2024 16:47,16,1,102,4,Medium,Resolved,2024-09-08 16:23:00,47.6,4.0,25-34
1004627,2024-11-29 01:43:00,12,2,104,1,Low,Open,,26.8,,65+
1004623,2024-03-11 08:30:00,11,1,103,1, High ,Resolved,2024-03-11 22:30:00,14.0,4.0,35-44
1005787,2024-05-07 00:10:00,10,2,104,1,High,Resolved,2024-05-07 16:58:00,16.8,,18-24
1008732,2024-10-26 14:47:00,18,2,102,5,LOW,Resolved,2024-10-28 20:47:00,54.0,2.0,35-44
1000191,2025-01-09 19:36:00,14,1,100,3,Medium,Resolved,2025-01-13 09:24:00,85.8,4.0,
1001740,2024-03-11 13:11:00,19,4,103,5,Low,Resolved,2024-03-29 01:29:00,420.3,,35-44
1002565,2025-02-17 12:20:00,12,1,101,1,Medium,Resolved,2025-02-18 13:38:00,25.3,2.0,
1009498,2024-01-04 18:47:00,14,4,104,3,Medium,Resolved,2024-01-21 20:11:00,409.4,,25-34
1010379,2024-02-24 01:40:00,15,2,105,3,Medium,Open,,70.9,,
1003947,23-Nov-2024 04:12,12,4,104,1,Medium,Resolved,2024-11-23 21:06:00,16.9,2.0,18-24
1001377,2024-04-14 16:30:00,16,1,101,4,Medium,Resolved,2024-04-16 11:30:00,43.0,,25-34
1007739,2024-07-04 01:20:00,10,2,102,1, Medium ,Resolved,2024-07-05 02:26:00,25.1,,55-64
1009766,2024-06-25 18:53:00,11,5,103,1,Medium,Resolved,2024-06-27 18:35:00,47.7,,18-24
1009105,12-Sep-2024 08:36,16,5,102,4,Medium,Resolved,2024-09-13 19:42:00,35.1,,35-44
1003833,2024-07-10 09:27:00,10,4,101,1,Low,Resolved,2024-07-12 02:03:00,40.6,,25-34
1004751,12-Nov-2024 23:11,11,3,104,1,LOW,Resolved,2024-11-15 01:41:00,50.5,,35-44
1002613,23-Sep-2024 18:29,10,1,105,1,Low,Open,,16.6,,35-44
1011965,2024-03-12 18:53:00,15,3,103,3,LOW,Resolved,2024-03-16 21:29:00,98.6,3.0,25-34
1007498,2024-05-03 20:33:00,12,2,105,1,MEDIUM,Resolved,2024-05-04 13:27:00,16.9,4.0,25-34
1011933,2025-02-23 11:03:00,10,4,100,1,Low,Open,,44.7,,35-44
1007860,2024-09-26 19:47:00,10,1,101,1,High,Resolved,2024-09-27 07:35:00,11.8,,45-54
1009816,2024-12-31 23:11:00,12,2,103,1,Low,Resolved,2025-01-01 20:17:00,21.1,1.0,45-54
1007064,2024-05-25 10:44:00,18,1,100,5, Low ,Resolved,2024-05-31 05:02:00,138.3,3.0,25-34
1009348,2024-02-10 22:21:00,10,1,104,1,Medium,Resolved,2024-02-12 03:09:00,28.8,4.0,18-24
1010512,2024-02-22 20:09:00,13,1,104,2,Low,Resolved,2024-02-29 22:57:00,170.8,,35-44
1008684,03-Nov-2024 08:58,11,5,100,1,Low,Resolved,2024-11-04 23:10:00,38.2,,35-44
1007581,2024-10-18 21:38:00,15,5,100,3,Medium,Resolved,2024-10-19 16:32:00,18.9,1.0,25-34
1001752,18-Mar-2024 17:46,12,5,102,1,Low,Resolved,2024-03-20 19:58:00,50.2,,35-44
1006117,2024-09-29 08:26:00,19,1,105,5,High,Resolved,2024-09-30 04:44:00,20.3,3.0,55-64
1011337,19-Mar-2024 21:21,16,2,102,4,High,Resolved,2024-03-21 13:51:00,40.5,,18-24
1008470,2024-06-02 16:57:00,13,1,104,2,Low,Resolved,2024-06-06 16:21:00,95.4,4.0,35-44
1002157,04-Jan-2025 02:11,18,5,101,5,Low,Resolved,2025-01-06 22:47:00,68.6,4.0,35-44
1007647,2024-12-25 00:29:00,12,2,103,1,HIGH,Resolved,2024-12-25 08:29:00,8.0,,45-54
1003578,2024-08-03 10:08:00,15,1,103,3,Medium,Resolved,2024-08-06 19:26:00,81.3,3.0,25-34
1007006,25-Feb-2025 18:19,12,1,100,1,LOW,Resolved,2025-02-26 07:13:00,12.9,,Unknown
1011919,03-Nov-2024 13:54,19,1,104,5,Medium,Resolved,2024-11-08 18:42:00,124.8,4.0,45-54
1011329,13-Nov-2024 20:08,17,3,104,2,Low,Resolved,2024-11-15 01:56:00,29.8,4.0,
1000529,2024-07-23 05:39:00,19,3,105,5,Medium,Resolved,2024-07-29 16:27:00,154.8,5.0,25-34
1006021,2024-04-28 07:34:00,11,3,102,1,Medium,Resolved,2024-04-30 03:16:00,43.7,,35-44
1009165,2024-11-20 18:28:00,13,3,104,2,Medium,Resolved,2024-11-24 19:28:00,97.0,,45-54
1007738,2024-01-25 16:35:00,13,1,104,2,Medium,Resolved,2024-01-27 18:11:00,49.6,,55-64
1008870,18-Dec-2024 07:34,12,2,105,1,LOW,Resolved,2024-12-19 17:58:00,34.4,4.0,
1008971,2024-07-23 15:06:00,17,5,102,2,Medium,Resolved,2024-07-25 07:54:00,40.8,,35-44
1008576,16-Nov-2024 11:50,10,3,105,1,Medium,Resolved,2024-11-17 18:08:00,30.3,3.0,25-34
1004123,2024-05-03 00:34:00,12,1,102,1,Medium,Resolved,2024-05-04 01:34:00,25.0,4.0,45-54
1002442,08-Oct-2024 07:55,17,1,102,2,High,Resolved,2024-10-08 19:19:00,11.4,,65+
1004378,2024-06-26 06:44:00,12,2,105,1,LOW,Resolved,2024-06-27 07:38:00,24.9,,45-54
1008370,03-Oct-2024 19:24,17,2,105,2,LOW,Resolved,2024-10-05 12:06:00,40.7,1.0,25-34
1007677,2024-11-14 18:48:00,17,4,103,2,High,Resolved,2024-11-15 07:24:00,12.6,5.0,35-44
1008929,2024-06-13 01:04:00,16,5,100,4,Low,Resolved,2024-06-14 20:28:00,43.4,,65+
1002846,2024-01-06 17:39:00,18,1,105,5,High,Resolved,2024-01-08 18:15:00,48.6,,55-64
1005104,2024-01-03 17:11:00,16,1,100,4,Low,Resolved,2024-01-04 20:11:00,27.0,3.0,65+
1009949,2024-04-13 12:45:00,18,1,104,5,Medium,Resolved,2024-04-17 01:09:00,84.4,2.0,35-44
1005842,02-Oct-2024 21:47,13,2,103,2,Low,Reopened,2024-10-05 06:23:00,56.6,1.0,35-44
1009640,2024-08-29 06:24:00,17,2,103,2,MEDIUM,Resolved,2024-08-30 05:42:00,23.3,4.0,45-54
1009607,2024-09-11 11:23:00,12,3,100,1,Low,Open,,41.9,,55-64
1007513,23-Dec-2024 02:29,10,5,102,1,Low,Resolved,2024-12-23 19:59:00,17.5,,65+
1008518,2024-08-12 22:15:00,12,4,105,1,Medium,Resolved,2024-08-14 02:45:00,28.5,5.0,25-34
1002500,31-Mar-2024 17:35,12,5,101,1,MEDIUM,Open,,20.3,,35-44
1006045,11-Jul-2024 21:37,18,5,103,5,LOW,Resolved,2024-07-13 13:37:00,40.0,,45-54
1009309,2024-09-05 20:21:00,17,2,102,2,High,Resolved,2024-09-06 16:27:00,20.1,2.0,35-44
1002936,2024-05-02 14:08:00,18,3,102,5,Medium,Resolved,2024-05-04 10:08:00,44.0,5.0,18-24
1005786,20-Nov-2024 06:54,12,1,100,1,High,Resolved,2024-11-20 14:12:00,7.3,3.0,18-24
1007431,28-Apr-2024 12:49,12,1,104,1,Medium,Resolved,2024-04-29 02:01:00,13.2,5.0,25-34
1002408,2024-09-25 07:16:00,19,3,103,5,Medium,Resolved,2024-09-30 06:22:00,119.1,,25-34
1010497,2024-02-12 10:38:00,13,2,103,2,Low,Resolved,2024-02-17 23:32:00,132.9,,25-34
1008902,29-Jul-2024 14:47,15,5,105,3, Low ,Resolved,2024-08-09 22:59:00,272.2,,55-64
1008078,20-Jan-2024 09:00,14,1,103,3,High,Open,,125.2,,25-34
1004524,2024-07-14 18:24:00,18,1,101,5,High,Resolved,2024-07-15 13:36:00,19.2,2.0,25-34
1009907,2024-10-01 10:24:00,10,2,104,1,High,Open,,10.9,,18-24
1006914,2025-01-02 09:14:00,10,5,103,1,Medium,Resolved,2025-01-03 03:38:00,18.4,2.0,55-64
1008881,2024-10-06 08:19:00,11,5,102,1,Low,Resolved,2024-10-12 06:13:00,141.9,2.0,
1011827,2024-04-28 00:17:00,12,2,101,1,Medium,Reopened,2024-04-29 03:35:00,27.3,,25-34
1007374,20-Jun-2024 15:34,14,2,103,3,Low,Resolved,2024-06-27 23:52:00,176.3,5.0,35-44
1000013,2024-01-18 13:36:00,17,1,100,2,MEDIUM,Open,,13.2,,55-64
1005747,14-Sep-2024 19:03,15,2,100,3,Medium,Resolved,2024-09-17 17:09:00,70.1,5.0,35-44
1000813,2024-10-06 15:25:00,11,3,105,1, Medium ,Resolved,2024-10-08 01:55:00,34.5,2.0,65+
1010887,2025-01-10 01:10:00,17,3,105,2,High,Resolved,2025-01-10 22:16:00,21.1,5.0,
1001762,2024-11-14 10:43:00,18,1,100,5,Low,Resolved,2024-11-20 07:43:00,141.0,,35-44
1000570,2025-01-31 22:07:00,16,2,105,4,Low,Resolved,2025-02-02 09:19:00,35.2,5.0,35-44
1008800,2024-06-02 10:06:00,13,3,105,2,Low,Resolved,2024-06-08 23:30:00,157.4,3.0,35-44
1000782,19-Sep-2024 02:34,18,1,100,5,Low,Resolved,2024-09-23 11:16:00,104.7,3.0,18-24
1004838,2024-11-26 00:45:00,18,4,100,5,Medium,Reopened,2024-11-29 00:27:00,71.7,,25-34
1006636,2024-09-20 19:57:00,17,2,100,2,High,Resolved,2024-09-21 23:33:00,27.6,5.0,55-64
1008391,2024-04-01 14:39:00,16,2,105,4,Low,Resolved,2024-04-03 11:45:00,45.1,,55-64
1004745,2024-12-29 03:17:00,10,1,104,1,Low,Resolved,2024-12-29 21:35:00,18.3,,25-34
1008270,2025-02-18 21:58:00,10,1,100,1,Low,Resolved,2025-02-20 05:34:00,31.6,2.0,25-34
1011230,2024-01-15 00:18:00,11,2,100,1,High,Resolved,2024-01-16 01:00:00,24.7,2.0,35-44
1010665,2024-01-12 01:25:00,14,2,104,3,Medium,Open,,175.2,,65+
1009528,2025-02-13 20:12:00,15,2,102,3,Medium,Open,,80.2,,35-44
1000199,17-Jan-2024 19:29,12,5,101,1,Medium,Resolved,2024-01-18 23:11:00,27.7,,35-44
1007560,2024-12-07 03:14:00,11,5,104,1,Medium,Resolved,2024-12-07 14:32:00,11.3,5.0,25-34
1006436,2024-04-08 05:50:00,14,3,100,3,Medium,Resolved,2024-04-19 01:44:00,259.9,3.0,35-44
1004521,25-Oct-2024 16:07,11,1,104,1,LOW,Resolved,2024-10-27 14:55:00,46.8,5.0,35-44
1000062,2024-06-11 19:23:00,13,4,105,2,Low,Resolved,2024-06-21 12:17:00,232.9,2.0,25-34
1005362,2024-04-04 09:39:00,19,3,101,5,Low,Resolved,2024-04-08 09:21:00,95.7,3.0,35-44
1000958,2024-09-03 03:07:00,11,1,103,1,High,Open,,12.4,,35-44
1009250,02-Oct-2024 17:30,16,2,100,4,Low,Reopened,2024-10-04 00:36:00,31.1,3.0,45-54
1009797,2024-01-09 22:01:00,15,5,104,3,Low,Resolved,2024-01-17 17:55:00,187.9,3.0,25-34
1008700,2024-03-15 00:49:00,15,1,105,3,Low,Resolved,2024-03-21 23:37:00,166.8,2.0,65+
1005536,2024-08-14 21:02:00,10,2,104,1,Low,Resolved,2024-08-15 23:02:00,26.0,,25-34
1001302,13-Aug-2024 19:36,19,2,103,5,Medium,Resolved,2024-08-16 20:18:00,72.7,2.0,45-54
1010646,2024-12-20 02:40:00,12,5,104,1,Low,Reopened,2024-12-21 10:28:00,31.8,1.0,18-24
1005447,2024-09-26 09:28:00,16,5,104,4,Low,Resolved,2024-09-29 05:34:00,68.1,4.0,35-44
1011433,2024-06-12 19:41:00,17,2,104,2,Low,Resolved,2024-06-13 07:59:00,12.3,4.0,65+
1010445,2024-05-26 15:49:00,15,1,104,3,High,Resolved,2024-05-30 05:49:00,86.0,,25-34
1007546,2024-05-15 11:55:00,18,3,104,5,Medium,Resolved,2024-05-18 06:19:00,66.4,,45-54
1005094,19-Jan-2025 08:17,17,3,104,2,Low,Resolved,2025-01-21 17:11:00,56.9,3.0,18-24
1004639,13-Jun-2024 11:31,16,2,103,4,Medium,Open,,31.0,,
1005706,2024-12-02 18:16:00,11,4,103,1,Low,Open,,36.7,,65+
1005683,2024-08-19 04:37:00,12,2,103,1,Medium,Resolved,2024-08-19 13:19:00,8.7,5.0,Unknown
1011106,25-Jan-2025 10:56,11,1,101,1,Low,Resolved,2025-01-30 17:02:00,126.1,,45-54
1009471,03-Dec-2024 19:11,16,5,102,4,Low,Resolved,2024-12-05 21:53:00,50.7,4.0,45-54
1006268,2024-01-21 04:43:00,10,4,105,1,Medium,Resolved,2024-01-22 03:25:00,22.7,,18-24
1009565,2024-12-27 12:18:00,16,1,105,4,Low,Resolved,2024-12-29 17:06:00,52.8,2.0,25-34
1005419,2024-01-05 08:15:00,18,2,102,5,Low,Reopened,2024-01-06 21:39:00,37.4,4.0,25-34
1005277,25-Aug-2024 12:31,12,1,101,1,Low,Resolved,2024-08-26 18:49:00,30.3,5.0,45-54
1011593,2024-03-30 04:21:00,19,1,104,5,HIGH,Resolved,2024-04-01 19:21:00,63.0,,35-44
1006204,2024-07-26 12:09:00,11,4,105,1,Low,Resolved,2024-07-31 06:51:00,114.7,4.0,35-44
1006520,2024-02-27 17:46:00,16,1,103,4,Low,Resolved,2024-02-29 07:46:00,38.0,1.0,
1006240,01-Aug-2024 08:34,15,4,105,3,Low,Resolved,2024-08-07 20:34:00,156.0,2.0,18-24
1006943,2024-02-18 22:58:00,17,3,101,2,Low,Resolved,2024-02-20 05:10:00,30.2,,65+
1003891,04-Nov-2024 17:03,10,5,105,1,High,Resolved,2024-11-05 08:09:00,15.1,1.0,45-54
1002446,2024-03-07 16:44:00,16,3,103,4,High,Resolved,2024-03-10 04:38:00,59.9,5.0,25-34
1001812,12-Jan-2024 05:58,19,2,104,5,Low,Resolved,2024-01-15 20:22:00,86.4,,
1011805,2024-03-28 04:10:00,16,1,104,4,Medium,Open,,58.6,,25-34
1002277,22-Dec-2024 20:54,19,1,105,5,Low,Resolved,2024-12-26 02:18:00,77.4,4.0,18-24
1001094,2024-11-18 07:31:00,11,2,100,1,Medium,Resolved,2024-11-19 19:55:00,36.4,4.0,55-64
1007584,22-Jun-2024 05:40,15,5,100,3,HIGH,Open,,38.6,,65+
1003475,2024-12-22 09:32:00,11,3,101,1,Medium,Resolved,2024-12-25 00:44:00,63.2,,35-44
1010044,2025-02-12 02:08:00,16,2,100,4,LOW,Resolved,2025-02-13 22:56:00,44.8,,25-34
1005394,2024-07-01 05:24:00,11,1,103,1,Medium,Resolved,2024-07-02 02:00:00,20.6,3.0,35-44
1004058,2024-04-01 22:56:00,11,2,105,1,High,Resolved,2024-04-02 19:32:00,20.6,3.0,
1003697,01-Jan-2024 22:39,13,2,100,2,Low,Resolved,2024-01-05 01:45:00,75.1,,65+
1009666,2024-02-22 12:40:00,12,2,101,1,LOW,Resolved,2024-02-23 06:34:00,17.9,,55-64
1007497,2024-09-11 14:42:00,18,2,102,5, Low ,Resolved,2024-09-13 16:06:00,49.4,,65+
1005476,2024-04-03 17:41:00,10,3,103,1, Low ,Resolved,2024-04-05 05:47:00,36.1,,35-44
1003739,2024-04-25 17:15:00,17,5,102,2,High,Open,,14.9,,35-44
1002727,25-Nov-2024 16:00,12,1,102,1,Low,Resolved,2024-11-27 01:00:00,33.0,,Unknown
1005261,2025-01-06 21:38:00,10,2,100,1,Low,Resolved,2025-01-08 05:32:00,31.9,3.0,35-44
1004586,2024-08-16 13:29:00,11,1,102,1,LOW,Reopened,2024-08-17 23:47:00,34.3,3.0,65+
1010432,26-Oct-2024 09:17,12,1,102,1,Low,Open,,15.2,,55-64
1005493,10-Oct-2024 01:38,17,2,104,2,Low,Resolved,2024-10-11 16:26:00,38.8,2.0,35-44
1008511,2024-09-30 01:34:00,11,2,104,1,Low,Open,,39.4,,25-34
1006190,2025-02-13 08:21:00,10,1,101,1,Low,Resolved,2025-02-13 23:09:00,14.8,1.0,18-24
1002507,2024-04-08 09:50:00,12,5,102,1,LOW,Open,,71.5,,45-54
1000453,30-Aug-2024 10:23,16,1,100,4,Low,Resolved,2024-09-04 02:11:00,111.8,,65+
1004843,24-Jun-2024 23:21,16,3,105,4,MEDIUM,Reopened,2024-06-26 18:09:00,42.8,3.0,35-44
1004343,2024-10-27 13:10:00,12,5,100,1,High,Resolved,2024-10-28 12:40:00,23.5,2.0,45-54
1004944,2024-07-12 01:49:00,19,3,103,5,High,Resolved,2024-07-15 03:49:00,74.0,,65+
1005957,06-Feb-2024 12:49,19,5,101,5,Low,Resolved,2024-02-10 19:13:00,102.4,2.0,35-44
1002236,2024-12-11 09:44:00,10,2,102,1,High,Resolved,2024-12-12 03:14:00,17.5,3.0,45-54
1008476,2024-12-20 15:46:00,10,3,104,1,Low,Resolved,2024-12-21 07:58:00,16.2,,45-54
1011454,2024-08-04 11:46:00,10,3,102,1,Low,Resolved,2024-08-06 00:22:00,36.6,4.0,25-34
1009688,2024-02-12 20:17:00,10,1,105,1,Medium,Resolved,2024-02-14 03:59:00,31.7,1.0,45-54
1005792,2024-11-11 02:59:00,15,2,102,3,Low,Resolved,2024-11-21 04:17:00,241.3,,45-54
1007461,29-Oct-2024 11:39,15,1,103,3, Medium ,Resolved,2024-11-04 13:27:00,145.8,2.0,35-44
1006165,12-Feb-2025 16:48,12,2,100,1,LOW,Open,,35.1,,35-44
1005951,06-May-2024 10:48,10,1,101,1, Medium ,Resolved,2024-05-07 05:18:00,18.5,1.0,45-54
1007515,18-Jun-2024 20:00,16,1,103,4,Medium,Resolved,2024-06-21 13:42:00,65.7,,Unknown
1010085,2024-02-09 14:44:00,12,1,104,1,Low,Resolved,2024-02-10 04:38:00,13.9,,35-44
1008981,2024-08-20 10:00:00,13,1,105,2, LOW ,Resolved,2024-08-22 04:54:00,42.9,3.0,35-44
1002554,21-Jul-2024 11:57,16,2,104,4,Medium,Resolved,2024-07-23 09:21:00,45.4,,65+
1003963,2024-12-15 10:51:00,11,3,102,1, High ,Resolved,2024-12-20 15:15:00,124.4,,35-44
1010656,2025-02-02 03:56:00,17,5,100,2, Medium ,Resolved,2025-02-03 08:26:00,28.5,4.0,18-24
1000845,02-Jan-2025 21:54,18,2,100,5,Low,Resolved,2025-01-08 02:06:00,124.2,5.0,25-34
1007335,2024-03-09 05:32:00,11,2,100,1, LOW ,Open,,35.3,,55-64
1009458,21-Jun-2024 11:31,12,1,100,1,Low,Resolved,2024-06-23 10:49:00,47.3,4.0,35-44
1002997,2024-03-21 06:13:00,17,2,103,2,Low,Resolved,2024-03-22 07:49:00,25.6,1.0,25-34
1003119,06-Feb-2024 08:31,12,1,104,1,High,Resolved,2024-02-07 07:49:00,23.3,5.0,35-44
1010210,02-Sep-2024 18:35,16,2,101,4,Low,Resolved,2024-09-07 07:11:00,108.6,1.0,25-34
1007579,18-Aug-2024 11:02,14,3,101,3,Low,Resolved,2024-08-27 21:50:00,226.8,2.0,35-44
1006670,2024-01-13 16:47:00,17,5,103,2,Low,Resolved,2024-01-14 17:41:00,24.9,,
1003218,2024-08-21 09:53:00,11,4,102,1,Medium,Resolved,2024-08-23 19:59:00,58.1,,35-44
1001074,03-Sep-2024 13:11,12,2,102,1,Medium,Resolved,2024-09-04 12:29:00,23.3,,35-44
1006243,05-Feb-2024 19:04,12,2,100,1,Low,Resolved,2024-02-07 16:52:00,45.8,3.0,35-44
1007428,2025-01-19 07:51:00,15,1,104,3,Low,Resolved,2025-01-24 18:39:00,130.8,5.0,45-54
1001926,2024-10-22 19:58:00,15,1,103,3,Low,Resolved,2024-10-30 00:58:00,173.0,5.0,45-54
1007855,02-Feb-2024 08:04,10,3,102,1,Low,Resolved,2024-02-03 10:58:00,26.9,3.0,55-64
1003860,2024-10-18 22:59:00,18,2,101,5,Medium,Reopened,2024-10-21 19:11:00,68.2,5.0,18-24
1008839,24-Aug-2024 03:29,13,1,104,2,Low,Resolved,2024-08-26 10:47:00,55.3,2.0,18-24
1001331,2024-10-17 12:12:00,17,1,101,2,Low,Open,,9.6,,45-54
1007781,2024-07-04 01:52:00,12,3,105,1,Low,Resolved,2024-07-05 08:40:00,30.8,2.0,55-64
1006340,2025-01-15 12:59:00,15,3,102,3,High,Resolved,2025-01-22 13:47:00,168.8,4.0,25-34
1003638,01-Jun-2024 00:35,15,2,105,3,Medium,Reopened,2024-06-04 09:47:00,81.2,3.0,35-44
1009726,2024-02-14 23:36:00,12,1,103,1,Low,Open,,46.0,,45-54
1004037,15-Sep-2024 15:58,16,5,101,4,Medium,Resolved,2024-09-16 19:46:00,27.8,,35-44
1009303,2024-05-09 20:03:00,10,2,103,1,Low,Resolved,2024-05-10 12:51:00,16.8,3.0,45-54
1008558,2024-09-01 11:36:00,13,5,103,2,Low,Resolved,2024-09-04 13:12:00,73.6,5.0,25-34
1000734,2024-06-25 18:32:00,10,3,100,1,High,Resolved,2024-06-26 05:20:00,10.8,,35-44
1003796,31-Jul-2024 08:05,10,3,100,1,Medium,Resolved,2024-08-01 05:23:00,21.3,3.0,55-64
1004468,17-Jan-2024 16:05,13,3,102,2,Low,Resolved,2024-01-22 06:53:00,110.8,,65+
1004437,14-Dec-2024 02:50,13,1,101,2,Medium,Open,,77.7,,35-44
1008792,12-Nov-2024 08:52,13,1,102,2,Medium,Resolved,2024-11-14 12:22:00,51.5,,35-44
1000538,09-Mar-2024 04:52,16,5,103,4,Medium,Resolved,2024-03-10 21:10:00,40.3,4.0,35-44
1001527,15-May-2024 15:47,16,2,102,4,Medium,Open,,20.8,,45-54
1008754,31-Jan-2024 21:28,12,5,104,1,Low,Open,,21.4,,45-54
1000764,2024-11-26 15:10:00,19,5,100,5,Medium,Resolved,2024-11-30 04:10:00,85.0,5.0,55-64
1007384,2024-09-21 11:02:00,12,3,104,1,MEDIUM,Resolved,2024-09-22 00:14:00,13.2,1.0,18-24
1010932,2024-06-28 06:02:00,10,5,100,1,Medium,Resolved,2024-06-29 02:20:00,20.3,,35-44
1004116,22-Apr-2024 21:53,12,5,105,1,Low,Resolved,2024-04-24 12:05:00,38.2,,18-24
1004219,2024-08-13 02:55:00,11,5,102,1,Medium,Resolved,2024-08-13 18:31:00,15.6,5.0,35-44
1004339,2024-11-28 14:03:00,10,4,105,1,Low,Open,,38.2,,55-64
1008398,2024-02-26 19:07:00,12,4,102,1,Low,Resolved,2024-02-27 20:31:00,25.4,4.0,35-44
1002596,25-Jun-2024 22:16,12,2,101,1,Low,Resolved,2024-06-26 16:16:00,18.0,1.0,25-34
1004664,25-Nov-2024 20:52,11,2,100,1,Low,Resolved,2024-11-27 03:28:00,30.6,5.0,Unknown
1007813,31-May-2024 04:31,11,1,101,1,Medium,Resolved,2024-06-02 00:13:00,43.7,,25-34
1005862,2024-01-31 14:41:00,11,1,103,1,Medium,Resolved,2024-02-02 14:53:00,48.2,3.0,35-44
1004606,2024-02-11 17:44:00,15,2,103,3,Low,Resolved,2024-02-13 23:26:00,53.7,,18-24
1000082,2024-01-26 13:39:00,13,1,103,2,MEDIUM,Open,,44.8,,18-24
1007430,2024-09-06 03:06:00,15,5,103,3, Low ,Open,,163.7,,25-34
1003308,2024-08-21 10:22:00,12,3,102,1,MEDIUM,Reopened,2024-08-22 12:34:00,26.2,,18-24
1007086,2024-05-11 15:23:00,10,2,100,1, Low ,Resolved,2024-05-12 20:35:00,29.2,2.0,18-24
1004400,06-Mar-2024 01:40,16,1,100,4,Low,Resolved,2024-03-07 04:58:00,27.3,3.0,55-64
1000920,14-Jun-2024 01:48,12,2,104,1,Medium,Resolved,2024-06-15 08:36:00,30.8,4.0,
1002708,2024-11-03 03:39:00,11,5,104,1,Medium,Resolved,2024-11-04 04:15:00,24.6,2.0,25-34
1000105,2024-03-25 14:34:00,10,1,103,1,Low,Open,,33.9,,18-24
1002644,2024-05-14 22:43:00,14,2,101,3,Medium,Resolved,2024-05-19 22:49:00,120.1,3.0,65+
1008186,20-Oct-2024 14:04,15,1,105,3,Low,Resolved,2024-10-23 05:46:00,63.7,5.0,55-64
1010027,2024-10-08 17:23:00,10,2,105,1,High,Resolved,2024-10-09 02:05:00,8.7,1.0,35-44
1011650,2024-12-06 22:51:00,16,4,100,4,High,Resolved,2024-12-07 20:57:00,22.1,,35-44
1010808,30-May-2024 00:06,15,5,103,3,High,Open,,34.5,,35-44
1004287,2024-06-22 17:26:00,10,4,100,1, Medium ,Resolved,2024-06-24 08:14:00,38.8,3.0,65+
1001950,15-Jun-2024 14:27,10,2,105,1,Low,Resolved,2024-06-16 04:03:00,13.6,,65+
1009295,20-Mar-2024 17:44,11,1,100,1,Medium,Resolved,2024-03-23 05:08:00,59.4,2.0,18-24
1001168,2024-05-10 10:48:00,10,1,100,1,Medium,Resolved,2024-05-11 00:06:00,13.3,1.0,65+
1010118,2024-02-02 12:54:00,16,1,102,4,Medium,Open,,87.3,,18-24
1000966,2024-11-12 23:06:00,13,2,104,2,Medium,Resolved,2024-11-14 23:54:00,48.8,,
1009872,2024-08-01 10:59:00,18,1,100,5,Medium,Resolved,2024-08-02 17:11:00,30.2,,25-34
1009095,2025-02-23 15:12:00,13,1,105,2,Low,Resolved,2025-02-25 21:06:00,53.9,,18-24
1004649,2024-09-17 17:33:00,16,1,101,4,Medium,Resolved,2024-09-18 09:45:00,16.2,,35-44
